uid,svt,updated_millis,user_uid,baby_uid,type,start_millis,notes,group_uid,end_millis,pause_millis,duration,left_duration,right_duration,in_progress,side,pee,poo,hair_wash,temperature,volume,amount,amount_unit,reaction
juxfuAAFVGBSGISRQTN5127382834316,1648294806018,1648294805350,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648294803219,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
kghigrkpayrbowlnpOXDHWVK64302813,1648296622388,1648296621410,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648296614529,30 min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
udvmF406510605407483705416115748,1648299456859,1648299456619,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648299453701,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
qbmqKSDVTKMJCKEOHJLLBYLR22614306,1648305350564,1648305349862,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648305348449,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
edP04207638768537534760750853814,1648311155408,1648311154678,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648311148504,1h 30min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
yhotoxdNU58435270620386277657545,1648312285916,1648312285187,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648312283518,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
ogkqifGHKBBWPKL30651084604362208,1648312383174,1648312382436,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648312289142,Usually lower at 36.4,,0,0,0,0,0,0,,0,0,0,36.800000000000004,0.0,0.0,,
mxmmCMNGEXVFT5336417386066478307,1648316340550,1648316340437,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648316337666,,,0,0,0,0,0,0,both,0,0,0,0.0,250.0,0.0,,
jvQKQDKP820178301185715347446782,1648322993721,1648322993026,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648322989003,1 hour,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
gauWRQLNRUE273671160604182500500,1648323046457,1648323044855,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648323041928,,,0,0,0,0,0,0,,0,0,0,36.6,0.0,0.0,,
WUKFARUIAJLHF4387537682087374754,1648325438083,1648325437375,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648325436012,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
nrSEPAQNWXQORKMEKYCNWXOX14837032,1648332562414,1648332562214,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648332559449,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
U0345758130568160687021512048046,1648332950016,1648332738746,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648331520000,,,0,0,0,0,0,0,,0,0,0,0.0,115.0,0.0,,
pylxouoiepBOW8828470116100417674,1648332950081,1648332848240,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648332845755,,,0,0,0,0,0,0,,0,0,0,36.3,0.0,0.0,,
tbM81186550147727115658683514286,1648339614771,1648336299774,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648336298428,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
rgorsJTILSBXRBLCWBWVQTEJOR403673,1648345826781,1648345826104,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648343244944,,,0,0,0,0,0,0,,0,0,0,0.0,190.0,0.0,,
CETUGS16447257568215821466266170,1648344795037,1648344794382,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648344793635,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
boUWULXLWNUGROLI2204226456416128,1648345753745,1648345753545,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648345750671,,,0,0,0,0,0,0,both,0,0,0,0.0,230.0,0.0,,
jfaogcopdccfqgadpdykykaaftcIT560,1648361252686,1648361252538,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648361249268,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
wnlmykwhtbxMKVYLURIEOU5832423825,1648365259456,1648365177142,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648365176157,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
wiyRQXYJWSWOFYBQM288571445475422,1648367493266,1648367492593,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648367491441,,,0,0,0,0,0,0,,0,0,0,36.6,0.0,0.0,,
hnDUPXKPSROYNWWKSRNRLYOAOV767052,1648367797784,1648367797150,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648367792284,40 min,,0,0,0,0,0,0,,0,0,0,0.0,170.0,0.0,,
spmsuuuwdQKFC7815487505030247150,1648379071277,1648379071066,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648379067741,,,0,0,0,0,0,0,both,0,0,0,0.0,260.0,0.0,,
vUAROBYLBQUHHQGHCUMOX84868650125,1648380272804,1648380272208,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648380269928,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
fxvpnreqttnnULIPDWJ4111882576004,1648382141508,1648382140875,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648382134498,30 min,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
hmsbyopyLMQYELOGHM47416023272242,1648384385459,1648384384803,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648384383314,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
inydoIGU474681646585116674721737,1648393965027,1648393964898,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648393962184,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
gdueuqdlCTMRXUGTJLKLMHAHKEHYMHV4,1648396147696,1648395908287,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648395907496,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
aaeeFSCQRPYIICKGTURO042755357641,1648397952190,1648397951570,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648397950287,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
spiISIBNTJTCDWXCXRJRKIS037628508,1648399251499,1648399251388,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,other,1648399247384,,iwymybwhakxtnyuasctpmlarpstnfCD0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,,neutral
esjvimjhrxelTIEDJKR0184307176332,1648399541602,1648399541475,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648399298796,,,1648399541475,0,242679,0,0,0,,0,0,0,0.0,0.0,0.0,,
pagojxnwwnYOTNMWHMT5206153273157,1648401730500,1648401730403,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648401592892,,,1648401730403,0,137511,0,0,0,,0,0,0,0.0,0.0,0.0,,
evjsjnlvjxvlXBO35102342640861777,1648403085688,1648403085597,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648402850173,,,1648403085596,0,235423,0,0,0,,0,0,0,0.0,0.0,0.0,,
leteP345415210060180043376513141,1648405755753,1648405755140,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648405754080,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
vwikyxlnjicxfqpigocMHMN411451081,1648406024571,1648406023929,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648406020909,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
iHSQNVR5060400537775103371873144,1648408131552,1648408131340,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648406811410,,,0,0,0,0,0,0,both,0,0,0,0.0,230.0,0.0,,
wyWBQUK0135751872784685432262648,1648416682185,1648416656543,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648416655641,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
wvrbfcjsohbfkTIQAKVAHUKRYAW23758,1648417040972,1648417040007,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648417037774,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
abeimuhggdbgbftfHBHPAPDCQ1563205,1648421776643,1648421776472,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648420433268,,,0,0,0,0,0,0,both,0,0,0,0.0,220.0,0.0,,
koacooeeeevvhxKMYKBQOCWUCFR75334,1648422898540,1648422897544,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648422896804,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
PFIKLTFTYCFFGVSWTWJ3427663681327,1648423549468,1648423549379,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648423391380,,,1648423549379,0,157999,0,0,0,,0,0,0,0.0,0.0,0.0,,
fkpufhejwrgPQOXAT282856835085857,1648425120347,1648425118897,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,crying,1648423140000,,,1648425118897,0,1978897,0,0,0,,0,0,0,0.0,0.0,0.0,,
qfmUMTSDGXGLQI466650361116025277,1648430796596,1648430795841,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,crying,1648426440000,,,1648430795841,0,4355841,0,0,0,,0,0,0,0.0,0.0,0.0,,
iwtAUNEAUSMVCPFYJ138232060516411,1648428210836,1648428210236,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648428208645,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
txledhMG535007226780022637175543,1648430875536,1648430874944,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648428000000,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
iucqvgdXWQNXYMOHSTRQHPBHKXK68805,1648435219136,1648435218886,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648433907757,,,0,0,0,0,0,0,both,0,0,0,0.0,230.0,0.0,,
ppvjxvLEQTYRVSGQEGTNIPSH64633310,1648450693939,1648450693709,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648449371421,,,0,0,0,0,0,0,both,0,0,0,0.0,230.0,0.0,,
AT302672714068224557417236520674,1648455914369,1648454705695,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648454703964,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
EIGSPPNSFQQTVJDORVQKCTIVDFOIHGM8,1648456378513,1648456377966,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648454710778,,,0,0,0,0,0,0,,0,0,0,0.0,140.0,0.0,,
Q1357811813566006608612041823827,1648465712564,1648465694173,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648465692034,,,0,0,0,0,0,0,,0,0,0,36.3,0.0,0.0,,
qjrqaxGLBWRYMJTWHSXEIUL112758002,1648465721609,1648465714019,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,symptom,1648465697682,Diarrhea ,,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
yWWLGMCY582108742713368364506758,1648465781287,1648465780831,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648465762601,Diarrhea,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
btdMDUGY511672686661664757481176,1648465817751,1648465817278,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648465814633,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
xjvucohqhvnkohjhxRPQNBP750400575,1648467488687,1648467488529,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648465240168,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
euihcgohlwhyhlIKIF17608762501134,1648468652561,1648468652057,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648468650186,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
kKAPKJEKDSUXLGAXJMAC248483075100,1648468659131,1648468658657,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,temperature,1648468656835,,,0,0,0,0,0,0,,0,0,0,36.5,0.0,0.0,,
xnxoUFDGRTXB28560735281060168766,1648477547785,1648477445938,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648477444389,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
mutrohdynwrtuevpcsJGOFOJN3241353,1648477550259,1648477549822,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648477548670,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
hbjigwslhbjdftdfqdVVWBMKLN740188,1648483397013,1648483396892,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648481400000,,,0,0,0,0,0,0,both,0,0,0,0.0,220.0,0.0,,
DYPWAPJIGNTITG502670016012131468,1648487961723,1648487961167,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648487959044,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
FEJ22551682826716117843426422352,1648487963708,1648487963175,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648487961995,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
vjiwfrEQ618841685401228138153077,1648492304327,1648492301601,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648492300086,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
hfhxvjnsGOTIFGFDKYNJNNPKXHB78063,1648492308418,1648492307986,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bath,1648492305790,,,0,0,0,0,0,0,,0,0,1,0.0,0.0,0.0,,neutral
UCR34001284607764037143868671611,1648495657804,1648495657626,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648494244010,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
wyoppuxaglshyoksmgnSAVKCTGBC0801,1648498232165,1648498232054,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648497746510,,,1648498232054,0,485544,0,0,0,,0,0,0,0.0,0.0,0.0,,
lddwjkCQ807833140113203880284345,1648499143502,1648499104848,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648499101488,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
roxwoyxwxrWSAMLTOADR564014251748,1648499143502,1648499099550,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648499091039,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
omueeiycldtvweGHWQKQH75003320207,1648507217922,1648507217467,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648507215557,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
mlgmsduiybmEXAEUPFAUTEXTBRAWK070,1648509449380,1648509448950,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,crying,1648507224546,,,1648509448950,0,2224404,0,0,0,,0,0,0,0.0,0.0,0.0,,
xehfapkbheuohSDMGGSXSOEGFVNL5122,1648508528106,1648508522191,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648508181331,,,1648508522191,0,340860,0,0,0,,0,0,0,0.0,0.0,0.0,,
fqutKKODLKMLOADNT502530732403465,1648509606333,1648509605916,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648509603138,,,0,0,0,0,0,0,,0,0,0,0.0,100.0,0.0,,
hgqoxxsxlofosuvpJNNRKAYWDS551043,1648509738860,1648509738526,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648508400000,,,0,0,0,0,0,0,both,0,0,0,0.0,250.0,0.0,,
sajuyycwfunjOUOT2586250704262558,1648512998358,1648512998265,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648512453403,,,1648512998265,0,544862,0,0,0,,0,0,0,0.0,0.0,0.0,,
yerimhdtywxirfhnqabcpoyqnpgT1487,1648513696737,1648513696610,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648513146425,,,1648513696610,0,550185,0,0,0,,0,0,0,0.0,0.0,0.0,,
smxmcoctrbmsI7724030701578633858,1648514085178,1648514084755,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648514083654,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
31720125130142772868420685377518,1648515035244,1648515035170,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648514274948,,,1648515035170,0,760222,0,0,0,,0,0,0,0.0,0.0,0.0,,
ddcCTKXIA32638654263843480843503,1648514402377,1648514401952,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648514307340,,,1648514401952,0,94612,0,0,0,,0,0,0,0.0,0.0,0.0,,
V6585723205581866071060416772844,1648514580186,1648514579733,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648514468454,,,1648514579733,0,111279,0,0,0,,0,0,0,0.0,0.0,0.0,,
brvxvuefkoqchsyucoudUWEHU6760671,1648516307245,1648516259874,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648516217080,,,1648516259874,0,42794,0,0,0,,0,0,0,0.0,0.0,0.0,,
oneowSCVOQXYMMGEIAYVMQS710884726,1648522430935,1648522430495,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648519851106,,,0,0,0,0,0,0,,0,0,0,0.0,130.0,0.0,,
cQLCICYECGYVDBJYWRMYUJOPHWY42141,1648524611951,1648524611319,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648523021969,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
yyefeDFSDDRW61665788231771403628,1648538194145,1648538193731,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648538192722,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
vPBHGWMUFAWGTVRUKKQ6503347306132,1648538221379,1648538220765,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648538218224,,,0,0,0,0,0,0,,0,0,0,0.0,110.0,0.0,,
pquklmjbfhwgecwujHQM247240113606,1648540519020,1648540518776,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648539000000,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
vqnrnsNOFKOPYHT71478182708232465,1648549363518,1648549344019,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648549342922,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
agybbdnkmkpnauuxvQPK068858721623,1648549399234,1648549398869,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648549397139,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
ogURREJVAYKTWMNS3022530821251126,1648556539235,1648556538949,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648555200000,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
bnjyijqkojrkjrkNYJPDOW0363403746,1648563332690,1648563330172,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648563328753,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
bU877418816230460380004132372565,1648563333794,1648563333437,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648563331950,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
vnyYQIBEYMHOJDXNQMNCXAKBNDEAH880,1648565511036,1648565510673,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648565509971,,,0,0,0,0,0,0,,1,0,0,0.0,0.0,0.0,,
wrgegjeuODMEFRJN2787044776665708,1648567520689,1648567514557,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648567149331,,,1648567514557,0,365226,0,0,0,,0,0,0,0.0,0.0,0.0,,
H7150663485304108254383547204682,1648571493570,1648571493267,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648569600000,,,0,0,0,0,0,0,both,0,0,0,0.0,240.0,0.0,,
hillGAPWAWWPVWJGHGVBRCD468037014,1648572512463,1648572512374,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648571860225,,,1648572512374,0,652149,0,0,0,,0,0,0,0.0,0.0,0.0,,
pxawqekRACRRWPDLHVW8530250241515,1648573022739,1648573022593,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648573020141,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
bllvDQGUB45534832148727147304833,1648577212090,1648577211794,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,bottle,1648573028876,,,0,0,0,0,0,0,,0,0,0,0.0,115.0,0.0,,
UOBVDCKE576666853267722203287470,1648580132165,1648580070957,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648579901801,,,1648580070957,0,169156,0,0,0,,0,0,0,0.0,0.0,0.0,,
yantlwabjecRXYMIJAXRDHPOYOEWAX32,1648583038723,1648582951390,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648582950313,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
rnngjgP1011148060703664736641226,1648583304076,1648583303698,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648583059360,,,1648583303698,0,244338,0,0,0,,0,0,0,0.0,0.0,0.0,,
vjrxlWUY887506234265035364432481,1648583337821,1648583337473,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648583335321,,,0,0,0,0,0,0,,0,0,0,0.0,120.0,0.0,,
lkfbcpbndlahnkuNVRLC675060744745,1648586696027,1648586695364,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,pump,1648585200000,,,0,0,0,0,0,0,both,0,0,0,0.0,250.0,0.0,,
37018716460086311127066036871878,1648590130525,1648590130195,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648587545191,,,1648587780000,0,234809,0,0,0,,0,0,0,0.0,0.0,0.0,,
fdupTATQY44675062187747247082474,1648588958068,1648588957904,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648587600000,,,1648588957904,0,1357904,0,0,0,,0,0,0,0.0,0.0,0.0,,
tlhjngrfhbdcdtrsisVCBQHOCURL6067,1648592857288,1648592857203,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648590138842,,,1648592857203,0,2718361,0,0,0,,0,0,0,0.0,0.0,0.0,,
YNHWEVA4330250346120823105800547,1648591111917,1648591111565,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,tummy_time,1648590777085,,,1648591111565,0,334480,0,0,0,,0,0,0,0.0,0.0,0.0,,
kbjasYQFBP6853864753734031215731,1648594165403,1648594165340,j6A0wwOuFaN7aA8u0YP7LXanESu2,awyedysipgrgccchAIIDLBADYW530823,crying,1648592996560,,,1648594165340,0,1168780,0,0,0,,0,0,0,0.0,0.0,0.0,,
ddavALLXHMM023827222778682455716,1648595436156,1648595435797,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,diaper_change,1648595434421,,,0,0,0,0,0,0,,1,1,0,0.0,0.0,0.0,,
lveIP837148261185611578015048813,1648604850337,1648604774267,KiohJy98DXTvEfe0E7T6tHzhoAA3,awyedysipgrgccchAIIDLBADYW530823,bottle,1648595436507,,,0,0,0,0,0,0,,0,0,0,0.0,160.0,0.0,,
